0,110055.92377657014
1,334329.9204725445
2,24470.79532986015
3,255689.2419687653
4,40355.298143279804
5,85363.0285848853
6,86349.01341909647
7,163526.66264460477
8,23071.738073976423
9,30935.857312400036
10,4899.780175860844
11,81694.19629784967
12,3050.7531867809867
13,40059.95486322035
14,137155.26410684263
15,376405.5238010024
16,93617.80718855413
17,70888.82621102882
18,74350.30556636924
19,24680.14147566229
20,86580.49570049316
21,46408.74977958562
22,87897.96192476962
23,45159.426899844824
24,349.45059326303016
25,149780.0174019356
26,52224.34894797185
27,8545.220560665442
28,38231.923457648794
29,5613.761262859547
30,10017.461684854236
31,30333.599948315637
32,144933.08325927646
33,68398.56771255074
34,18098.48950461757
35,165747.84875866678
36,56681.14499175219
37,82705.13833440779
38,498.26021438424283
39,43535.31689194142
40,107909.85259885895
41,169148.38133987735
42,183802.3793478874
43,34510.59857667895
44,15028.391757520627
45,43457.52663994119
46,8511.661835651712
47,30840.698765149387
48,176367.48631302378
49,16781.59048678395
50,69129.08854035495
51,33572.08605675954
52,36015.32839467256
53,18001.26635280475
54,165869.20687539928
55,133585.43297139756
56,2708.0027639002665
57,64561.31250271262
58,18245.132343276295
59,210189.76345096625
60,120138.51487738952
61,64567.97531544427
62,13685.357997119721
63,2911.789109024203
64,24361.609420606732
65,44602.15219538011
66,178976.0441851471
67,192315.39742297816
68,322299.5605278688
69,3293.0372846178143
70,103773.39359742639
71,91661.87188656584
72,48547.79202673005
73,31978.952010731453
74,8434.989297952516
75,143942.70886929295
76,31037.03389999693
77,6507.013791318127
78,3465.852151417824
79,1107.7151518261437
80,3243.6294933028266
81,3882.03419538852
82,44151.75853127915
83,881.5702363943271
84,58924.51912308582
85,26229.867432220897
86,5215.478041792131
87,122261.12598509171
88,13351.592493817756
89,3383.0762616945685
90,59020.961637061824
91,1270.1614687205758
92,18379.452405394997
93,480136.7924324592
94,14796.249144854115
95,19760.82838752333
96,10419.257761277153
97,49655.10476648185
98,5116.376435138908
99,24823.078759001022
100,3760.901904210353
